Facility Id,Facility Name,City,State,Zip Code,Address,Latitude,Longitude,Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,Stationary Combustion,Electricity Generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005314,SAVANNAH-DEAN FOREST ROAD LANDFILL,SAVANNAH,GA,31405,1327 DEAN FOREST RD,32.06,-81.21,141859.5,,141859.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003248,SC JOHNSON & SON INC WAXDALE FACILITY,STURTEVANT,WI,53177,8311 16TH ST,42.71,-87.88,26487.8,26389.9,33.5,64.4,26487.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004113,SCA Tissue,South Glens Falls,NY,12803,One River St.,43.30,-73.64,28481.6,28452.0,13.5,16.1,28481.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002564,SCOTT AREA SANITARY LANDFILL,DAVENPORT,IA,52804,11555 110TH AVENUE,41.47,-90.69,8716.6,26.6,8690.0,,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014364,SDI LaFarga - Copperworks,New Haven,IN,46774,1640 S. Ryan Rd.,41.07,-84.97,34275.6,34240.0,16.3,19.4,34275.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003281,SEABREEZE ENVIRONMENTAL LANDFILL,ANGLETON,TX,77516,10310 FM 528 RD,29.18,-95.43,43189.9,0.1,43189.8,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006359,SEADRIFT COKE L.P.,PORT LAVACA,TX,77979,8618 STATE HIGHWAY 185 NORTH,28.51,-96.79,101154.7,100735.8,124.5,294.4,101154.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001801,SEAWATER INJECTION PLANT,Prudhoe Bay,AK,99734,,70.26,-148.45,225637.2,225428.4,95.3,113.5,225637.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007371,SEAWATER TREATMENT PLANT,Prudhoe Bay,AK,99734,,70.41,-148.53,161270.3,161121.2,68.0,81.1,161270.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009925,SECCRA Community Landfill,West Grove,PA,19390,219 Street Road,39.87,-75.84,27776.1,22.0,27749.0,5.1,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005710,SEMASS PARTNERSHIP RESOURCE RECOVERY FACILITY,ROCHESTER,MA,02770,141 CRANBERRY HIGHWAY ROUTE 28,41.80,-70.79,493540.4,473809.0,7694.3,12037.1,493540.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005638,SEMINOLE ROAD MSW LANDFILL,ELLENWOOD,GA,30294,4203 CLEVEMONT ROAD,33.66,-84.26,351800.0,61.5,351712.3,26.2,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004042,SENECA MEADOWS SWMF,WATERLOO,NY,13165,1786 SALCMAN ROAD,42.92,-76.85,161101.3,18.0,161083.3,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004262,SENSIENT NATURAL INGREDIENTS LLC,LIVINGSTON,CA,95334,9984 WEST WALNUT AVENUE,37.39,-120.67,45134.1,45087.5,21.3,25.3,45134.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014724,SEPTA Roberts Complex,Philadelphia,PA,19129,4301 Wissahickon Ave,40.02,-75.17,27695.0,27665.4,13.3,16.4,27695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002493,SETTLERS HILL RDF/MIDWAY LANDFILL,BATAVIA,IL,60510,1031 EAST FABYAN PARKWAY,41.87,-88.29,11333.0,,11235.3,97.7,139.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006964,SEVEN MILE CREEK LANDFILL LLC,EAU CLAIRE,WI,54703,8001 OLSON DR,44.84,-91.37,26275.1,23.6,26251.5,,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007050,SEWERAGE & WATER BOARD OF NEW ORLEANS,NEW ORLEANS,LA,70118,8801 SPRUCE ST,29.96,-90.13,71287.6,71210.5,34.5,42.6,71287.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007686,SHADE LDFL,CAIRNBROOK,PA,15924,1176 NO. 1 ROAD,40.12,-78.80,8523.8,694.5,7829.3,,694.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005580,SHAW INDUSTRIES GROUP INC PLANT 4,DALTON,GA,30720,2225 SOUTH HAMILTON STREET EXTENSION,34.72,-84.97,40908.4,40866.2,19.3,22.9,40908.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007876,SHAW INDUSTRIES GROUP INC. P LANT 8S,COLUMBIA,SC,29210,4401 SAINT ANDREWS ROAD,34.05,-81.15,79066.0,78984.3,37.3,44.4,79066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007082,SHELBY COUNTY HIGHWAY 70 LANDFILL,COLUMBIANA,AL,35051,401 Landfill Road,33.17,-86.69,127331.0,,127331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001936,SHELL CHEMICAL CO - GEISMAR PLANT,GEISMAR,LA,70734,7594 HIGHWAY 75,30.18,-90.99,1063569.8,1062253.8,521.3,794.8,913506.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006453,SHINTECH INCORPORATED,FREEPORT,TX,77541,5618 HIGHWAY 332 EAST,28.99,-95.36,132692.3,132555.3,62.5,74.5,132692.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004767,SHINTECH LOUISIANA LLC - ADDIS PLANT A,ADDIS,LA,70710,9750 LA Highway 1 South,30.33,-91.26,60714.5,60652.0,28.5,34.0,60714.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004867,SHINTECH PLAQUEMINE PLANT,PLAQUEMINE,LA,70764,"26270 HIGHWAY 405, RIVER ROAD SOUTH",30.26,-91.17,1065325.5,1064527.1,364.3,434.2,773626.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007088,SHOOSMITH SANITARY LANDFILL,CHESTER,VA,23831,11800 LEWIS ROAD,37.35,-77.50,41860.0,,41860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003104,SHORT CREEK LANDFILL,Wheeling,WV,26058,258 NORTH FORK ROAD,40.16,-80.64,22166.1,60.3,22105.5,0.3,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007001,SHORT MOUNTAIN LANDFILL,EUGENE,OR,97405,84777 DILLARD ACCESS RD.,43.96,-123.00,21634.3,,21634.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002124,SHOW ME ETHANOL,CARROLLTON,MO,64633,26530 E HWY 24,39.36,-93.45,109502.0,109389.1,51.5,61.4,109502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004263,SHPP US LLC,SELKIRK,NY,12158,1 NORYL AVENUE,42.58,-73.85,103723.7,103616.3,49.0,58.4,103723.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003966,SI GROUP INC /ROTT JCT FAC,ROTTERDAM JUNCTION,NY,12150,1000 MAIN STREET,42.86,-74.03,29885.7,29852.5,14.8,18.5,29885.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001870,SI GROUP INC TX OPERATIONS,FREEPORT,TX,77541,702 FM 523,28.97,-95.34,72789.7,72714.6,34.3,40.8,72789.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011740,"SI Group, Inc.",Orangeburg,SC,29116,725 Cannon Bridge Road,33.47,-80.88,75151.0,59125.3,15989.0,36.7,59190.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005119,SIDNEY SUGARS INCORPORATED,SIDNEY,MT,59270,35140 County Road 125,47.72,-104.13,110569.9,110072.9,186.5,310.5,110569.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000247,SIGNAL MOUNTAIN CEMENT CO,CHATTANOOGA,TN,37405,1201 SUCK CREEK ROAD,35.10,-85.35,733269.8,731969.2,457.3,843.3,68486.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002437,SIKORSKY AIRCRAFT HEADQUARTERS,STRATFORD,CT,06615,6900 MAIN ST.,41.25,-73.10,56493.1,56433.6,26.8,32.8,56493.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005210,SILAS RAY POWER PLANT,BROWNSVILLE,TX,78520,94 W. 13th Street,25.91,-97.52,42247.7,42205.0,19.5,23.2,,42247.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009291,"SILVER EAGLE REFINING, INCORPORATED",EVANSTON,WY,82930,2990 COUNTY ROAD 180,41.26,-110.81,11342.9,10791.4,475.5,76.0,6664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007816,SIMI VALLEY LANDFILL & RECYCLING CENTER,SIMI VALLEY,CA,93065,2801 NORTH MADERA ROAD,34.25,-118.82,190566.5,9.0,190557.5,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004194,SIMMONS FOODS INC-SOUTHWEST CITY,SOUTH WEST CITY,MO,64863,10700 HIGHWAY 43 NORTH,36.54,-94.58,94008.3,63824.0,30148.5,35.8,63889.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003087,SIMPLOT PHOSPHATES,ROCK SPRINGS,WY,82901,515 S HWY 430,41.54,-109.13,447011.8,446995.6,7.3,8.9,15816.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007218,SINCLAIR CASPER REFINING COMPANY,CASPER,WY,82609,5700 EAST HIGHWAY 20/26,42.77,-106.18,306591.9,300102.8,5616.0,873.1,128828.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002656,SIOUX FALLS REGIONAL SANITARY LANDFILL (SFRSL),Hartford,SD,57033,26750 464TH AVE,43.51,-96.93,60842.3,,60842.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002809,SIOUXLAND ENERGY COOPERATIVE,SIOUX CENTER,IA,51250,3890 GARFIELD AVENUE,43.08,-96.23,63611.1,63545.3,30.0,35.8,63611.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005683,"SIOUXLAND ETHANOL, LLC",JACKSON,NE,68743,1501 KNOX BOULEVARD,42.45,-96.59,105225.4,105116.9,49.5,59.0,105225.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014345,SJRR Power LLC,Houston,TX,77049,18511 Beaumont Highway,29.87,-95.11,54775.7,54747.2,13.0,15.5,,54775.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014548,SK Battery America,Commerce,GA,30529,1760 Steve Reynolds Industrial Parkway,34.24,-83.48,38427.2,38386.1,18.5,22.6,38427.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012436,SKB Lansing Landfill,Austin,MN,55912,52563 243rd Streed,43.71,-93.00,53864.8,10.8,53854.0,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000354,SKYWATER TECHNOLOGY INC,BLOOMINGTON,MN,55425,2401 E. 86TH ST.,44.85,-93.24,91811.9,6416.0,3.0,278.3,6422.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003981,SMI STEEL LLC,BIRMINGHAM,AL,35212,101 50TH STREET SOUTH,33.53,-86.76,116299.1,116266.2,15.0,17.9,31913.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003666,SMITH GAP REGIONAL LANDFILL,SALEM,VA,24153,8484 BRADSHAW RD,37.29,-80.21,97920.8,,97920.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012111,SMITHFIELD FARMLAND CORP-MONMOUTH,MONMOUTH,IL,61462,1220 N 6TH STREET,40.93,-90.64,29575.1,29544.4,14.0,16.7,29575.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011725,SMITHFIELD FRESH MEATS CORP - MILAN,MILAN,MO,63556,22123 HIGHWAY 5,40.22,-93.12,26830.1,26616.9,198.0,15.2,26644.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005415,SMITHFIELD FRESH MEATS CORP-DENISON,DENISON,IA,51442,800 INDUSTRIAL DRIVE,42.03,-95.36,43356.9,27920.9,15420.3,15.8,27949.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004116,SMITHFIELD FRESH MEATS CORP-SMITHFIELD,SMITHFIELD,VA,23430,601 NORTH CHURCH STREET,36.99,-76.63,11119.6,9340.5,1773.8,5.4,9350.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004497,SMITHS CREEK LANDFILL,Smiths Creek,MI,48074,6779 Smiths Creek Road,42.92,-82.59,150916.1,62.8,150853.3,,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003157,SNF Holding Company,RICEBORO,GA,31323,One CHEMICAL PLANT RD,31.74,-81.43,66502.1,66433.6,31.3,37.3,66502.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005159,SNG Plant,Kapolei,HI,96707,91-390 Kauhi Street,21.31,-158.09,25495.1,25438.3,19.3,37.5,25495.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009676,SM 268 A & A-PRD (Complex ID # 21739),Offshore,LA,00000,,29.12,-91.87,1451.2,1407.5,41.0,2.7,1410.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014601,SM 58 G,Offshore,LA,00000,,28.67,-92.09,34586.7,9496.8,25084.3,5.7,9497.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002259,SABINE PASS LNG TERMINAL,JOHNSONS BAYOU,LA,70631,9243 GULF BEACH HWY,29.75,-93.87,6294506.6,6270433.7,20553.3,3519.7,6088545.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001657,"SLNG Elba Island Terminal Savannah, GA",Savannah,GA,31404,1 Elba Island Road,31.99,-81.05,139615.4,135493.5,4068.3,53.6,62472.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010768,Ramsey Gas Plant,Orla,TX,79770,231 County Rd 452,31.88,-103.94,275339.7,259573.7,15641.8,124.3,216897.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012846,Raptor Gas Plant,Cotulla,TX,78014,2656 South Interstate 35,28.41,-99.26,792.5,211.3,581.1,0.1,210.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010351,Rawhide Gas Plant,Big Spring,TX,79720,,32.01,-101.28,64275.0,61858.9,2384.3,31.9,51492.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011365,Rebel Gas Plant,Garden City,TX,79739,,31.89,-101.70,153629.9,145041.1,8513.8,75.1,110950.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010691,Red Bluff Processing Plant,Orla,TX,79770,31.799789 North; 103.929683 West,31.88,-103.94,96004.0,84534.6,11429.5,39.9,58259.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011064,Red Hills Gas Processing Plant,Jal,NM,88252,1934 W NM Highway 128,32.21,-103.52,345103.1,342187.2,2842.0,73.9,105691.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014238,Redcliff Plant,Mutual,OK,73853,55409 S County Rd 216,36.23,-99.15,58632.4,58289.0,317.5,25.9,45896.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011538,Redtail Gas Plant,New Raymer,CO,80742,56719 CR 127,40.83,-103.87,20670.7,20407.0,256.0,7.7,13381.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011870,Reveille Gas Plant,Laredo,TX,78045,8206 Camino Colombia Toll Rd.,27.71,-99.73,62584.0,49501.4,13055.5,27.1,47607.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013197,Revolution Cryogenic Plant,Bulger,PA,15019,,40.41,-80.35,26464.6,24046.3,2404.3,14.0,21192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011285,Ridge Amine Plant,Marquez,TX,77870,,31.12,-96.31,23916.8,23511.9,397.8,7.2,12702.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012809,Riptide Gas Plant,Stanton,TX,79782,,32.24,-101.90,112636.9,108622.7,3986.8,27.4,44671.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013364,Roadrunner Gas Processing Plant,Loving,NM,88256,1098 Bounds Road,32.27,-104.11,24603.2,24354.8,241.3,7.1,11515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006682,Robeline Plant,Robeline,LA,71469,1755 Central Loop,31.66,-93.32,277473.9,265615.0,11817.5,41.4,62148.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008217,Roberts Ranch Gas Plant,Midkiff,TX,79755,,31.78,-102.25,43889.5,42352.8,1518.3,18.5,27447.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008130,Robinson Lake Gas Plant,New Town,ND,58763,4498 Hwy 8,48.07,-102.35,52761.5,49373.7,3362.8,25.0,26632.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012435,Robstown Fractionator,Robstown,TX,78380,,27.81,-97.59,48223.9,48169.1,28.0,26.8,47301.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006799,Rock Creek Gas Plant,BORGER,TX,79007,,35.67,-101.41,141263.2,138385.7,2799.8,77.8,136422.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002267,Rodman Gas Plant,Drummond,OK,73735,18528 S. Highway 132,36.27,-98.07,26203.6,25511.3,678.0,14.3,25530.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011452,Rose Valley Gas Plant,Alva,OK,73717,,36.67,-98.75,58537.3,58170.3,334.3,32.8,57678.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002678,SACROC CO2 TREATMENT,SNYDER,TX,79549,3775 County Road 226,32.75,-100.96,457770.9,454103.1,3442.3,225.6,385100.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002454,SALT CREEK FIELD GAS PLANT,JAYTON,TX,79528,,33.23,-100.87,84217.6,83829.1,355.8,32.8,55682.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002264,SAN JUAN GAS PLANT,BLOOMFIELD,NM,87413,1001 ARIZONA,36.73,-107.98,235172.4,233499.8,1540.3,132.3,215878.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013724,SCM Pecos Gas Processing Plant,Pecos,TX,79772,1369 I-20,31.36,-103.68,276546.0,263572.4,12876.5,97.1,116304.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001805,SEA ROBIN GAS PROCESSING PLANT,ERATH,LA,70533,5627 ARISTIDE ROAD,29.90,-92.07,6080.2,5610.9,466.0,3.3,4278.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001806,SEMINOLE GAS PROCESSING PLANT,SEMINOLE,TX,79360,3.5 MI NW ON SH 214,32.76,-102.68,454324.3,453403.0,686.5,234.8,413955.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005739,SHERHAN GAS PLANT,GRUVER,TX,79040,15150 County Road 9,36.49,-101.47,48614.9,46916.5,1674.3,24.1,38700.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002664,SHOLEM GAS PLANT,COUNTYLINE,OK,73425,,34.49,-97.59,73871.1,60260.0,13580.8,30.4,44827.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005002,SHOUP GAS PROCESSING AND FRACTIONATION PLANT,CORPUS CHRISTI,TX,78410,802 MCKINZIE ROAD,27.80,-97.57,213398.3,176752.6,36546.5,99.2,176283.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002625,SLAUGHTER GASOLINE PLANT,SUNDOWN,TX,79372,,33.47,-102.56,66535.4,65296.2,1202.5,36.7,62438.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002680,SNYDER GAS PLANT,SNYDER,TX,79549,718 NORTH FM 1611,32.75,-100.92,60021.7,59799.4,189.3,33.1,58254.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006798,SOUTH CHESTER CO2 REMOVAL FACILITY,JOHANNESBURG,MI,49751,6250 OLD STATE ROAD,44.92,-84.54,558255.5,557212.4,971.3,71.8,127670.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006928,RUSSELL CMP STN,BALD KNOB,AR,72010,251 CURTIS DAVIS ROAD,35.34,-91.51,448.8,448.3,0.3,0.3,448.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012665,RVB West Compressor Station,Lerado,TX,78045,,27.79,-99.60,7246.5,6142.4,1100.5,3.6,6124.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014093,Rankin Compressor Station,Rankin,TX,79778,5251 County Road 225,31.21,-101.84,102580.6,97084.0,5441.8,54.8,97184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013404,Real Compressor Station,Real,TX,78058,,30.03,-99.84,27817.6,25250.0,2553.3,14.3,25273.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013198,Red Bluff Express Compressor Station,Orla,TX,79770,,31.73,-103.78,54563.3,5784.5,48775.5,3.3,5734.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013914,Redhook Compressor Station,Waynesburg,PA,15370,163 Braden Run Rd,40.26,-80.19,33530.8,32014.1,1498.5,18.2,31638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013704,Reunion,Davenport,FL,33896,6781 Osceola Polk Line Road,28.26,-81.56,52648.2,47921.9,4699.5,26.8,47965.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008371,Richmond Station,Richmond,ME,04357,547 Lincoln Street,44.12,-69.81,24287.9,22738.8,1536.3,12.8,22760.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013192,Rover - Mainline CS #1,Sherrodsville,OH,44675,,40.45,-81.23,100257.2,96816.2,3386.8,54.2,96912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013193,Rover - Mainline CS #2,Wooster,OH,44840,,40.79,-82.10,105678.7,100277.1,5345.3,56.3,100374.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013194,Rover - Mainline CS #3,Bloomville,OH,44818,,40.98,-82.97,81160.6,78931.4,2184.8,44.4,79010.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013838,SGP Sierrita Compressor Station,Tucson,AZ,85735,11011 West Ajo Highway,32.28,-111.01,2366.5,2164.3,201.0,1.2,2166.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014414,SILSBEE Compressor Station,Silsbee,TX,77656,,30.37,-94.11,39772.0,35598.8,4153.3,20.0,35630.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009337,"SNG Station 4132 Louisville, MS",Louisville,MS,39339,709 Metts Street,33.13,-89.07,33137.8,23752.1,9372.3,13.4,23766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008249,"SNG Station 4152 Tarrant, AL",Tarrant,AL,35217,666 Springdale Rd,33.59,-86.77,20699.1,17142.3,3547.3,9.5,17155.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008458,"SNG Station 4165 DeArmanville, AL",Anniston,AL,36207,539 Chevron Rd,33.62,-85.78,19051.3,10800.6,8244.8,6.0,10802.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001855,"SNG Station 5010 White Castle, LA",WHITE CASTLE,LA,70788,33480 HWY 405,30.20,-91.10,41677.1,30807.1,10852.8,17.3,30826.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001852,"SNG Station 5110 Toca, LA",ST. BERNARD,LA,70085,2400 BAYOU RD,29.87,-89.83,25073.6,19517.3,5545.3,11.0,19531.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001655,"SNG Station 5122 Franklinton, LA",FRANKLINTON,LA,70438,42621 HWY 16,30.82,-90.18,21350.3,18714.9,2625.0,10.4,18731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001654,"SNG Station 5211 Gwinville, MS",NEW HEBRON,MS,39140,1064 Sonat Road,31.73,-90.05,60309.9,54819.7,5459.5,30.7,54869.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001849,"SNG Station 5216 Bay Springs, MS",Bay Springs,MS,39422,453 Country Road 183,31.95,-89.31,66154.1,63673.6,2444.8,35.8,63736.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001656,"SNG Station 5222 Enterprise, MS",ENTERPRISE,MS,39330,100 COUNTRY ROAD 332,32.15,-88.84,101211.3,84606.2,16557.8,47.4,84674.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008370,"SNG Station 5230 York, AL",Ward,AL,36922,12965 Ward 10,32.32,-88.18,38336.2,35869.2,2446.8,20.3,35903.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010491,"SNG Station 5236 Gallion, AL",Gallion,AL,36742,Hwy 69 South,32.50,-87.72,35105.3,12061.9,23036.5,6.9,12047.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009338,"SNG Station 5245 Selma, AL",Selma,AL,36703,3096 County Road 84,32.53,-86.93,40060.2,38040.0,1998.8,21.5,38077.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
